time,q1,q2,dq1,dq2,tau1,tau2,dt,q1_ref,q2_ref,dq1_ref,dq2_ref,ddq1_ref,ddq2_ref,frequency_hz,frequency_index,cycle_index,valid_for_fit
25.64,-1.900967,0.501223,-12.666666,0.065933,-2.711959,0.105157,0.002,-1.833129,0.5059,-10.680749,0.0,72.369026,0.0,1.0,3,1,0
25.66,-2.130588,0.503907,-11.128204,0.139194,2.15175,0.024964,0.002,-2.031727,0.5059,-9.152954,0.0,80.209381,0.0,1.0,3,1,0
25.687,-2.397025,0.5157,-8.76923,0.695971,3.078418,-0.425045,0.002,-2.251931,0.5059,-6.821834,0.0,88.902687,0.0,1.0,3,1,0
25.707,-2.534511,0.526918,-6.278389,0.783882,3.327605,-0.772624,0.002,-2.370252,0.5059,-4.994663,0.0,93.573799,0.0,1.0,3,1,0
25.735,-2.638823,0.54312,-2.630037,0.388279,3.299503,-1.195659,0.002,-2.471628,0.5059,-2.359794,0.0,97.575974,0.0,1.0,3,1,0
25.757,-2.650903,0.546572,0.227106,-0.021978,2.954406,-1.22808,0.0045,-2.49921,0.5059,-0.394798,0.0,98.664871,0.0,1.0,3,1,0
25.777,-2.613608,0.541298,2.35165,-0.344322,2.5039,-1.005515,0.002,-2.48313,0.5059,1.821743,0.0,98.030052,0.0,1.0,3,1,0
25.801,-2.523964,0.52941,4.358974,-0.54945,2.140587,-0.623614,0.002,-2.413456,0.5059,4.09726,0.0,95.279411,0.0,1.0,3,1,0
25.821,-2.415146,0.519343,5.868134,-0.461538,2.022812,-0.342611,0.002,-2.312696,0.5059,5.965516,0.0,91.301575,0.0,1.0,3,1,0
25.844,-2.249377,0.513015,7.479855,-0.197802,2.078043,-0.211468,0.002,-2.147852,0.5059,8.038385,0.0,84.793793,0.0,1.0,3,1,0
25.864,-2.081596,0.513015,8.754578,0.080585,2.287727,-0.26007,0.002,-1.97057,0.5059,9.666417,0.0,77.794998,0.0,1.0,3,1,0
25.884,-1.883422,0.515508,10.410255,0.10989,2.476811,-0.345251,0.002,-1.762212,0.5059,11.142003,0.0,69.569336,0.0,1.0,3,1,0
25.904,-1.652075,0.517426,12.007324,0.036631,2.401939,-0.375123,0.002,-1.526058,0.5059,12.441892,0.0,60.246368,0.0,1.0,3,1,0
25.924,-1.391582,0.516563,13.575092,-0.095238,2.478942,-0.321616,0.002,-1.265841,0.5059,13.545543,0.0,49.973415,0.0,1.0,3,1,0
25.952,-0.971456,0.511194,15.934067,-0.285715,1.533961,-0.132941,0.002,-0.87634,0.5059,14.711282,0.0,34.596531,0.0,1.0,3,1,0
25.972,-0.645384,0.505345,16.783882,-0.358974,1.116323,0.051826,0.002,-0.575971,0.5059,15.2854,0.0,22.738428,0.0,1.0,3,1,0
25.999,-0.161694,0.49873,17.472527,-0.080585,0.078397,0.202968,0.002,-0.149137,0.5059,15.679989,0.0,5.887682,0.0,1.0,3,1,0
26.708,-2.511117,0.533149,-5.692308,0.54945,2.825477,-0.95708,0.002,-2.37029,0.5059,-4.993958,0.0,93.575287,0.0,1.0,3,2,1
26.731,-2.60076,0.541107,-3.040293,0.212454,2.771532,-1.122851,0.002,-2.461431,0.5059,-2.74854,0.0,97.173409,0.0,1.0,3,2,1
26.751,-2.625496,0.540148,-0.739927,-0.139194,2.503431,-1.030453,0.002,-2.496848,0.5059,-0.788539,0.0,98.571617,0.0,1.0,3,2,1
26.771,-2.612074,0.534492,1.120878,-0.315018,2.338851,-0.82565,0.002,-2.492888,0.5059,1.183987,0.0,98.415283,0.0,1.0,3,2,1
26.791,-2.564999,0.526918,2.732601,-0.373627,2.295458,-0.60091,0.002,-2.449613,0.5059,3.13781,0.0,96.706841,0.0,1.0,3,2,1
26.811,-2.482738,0.520686,4.46154,-0.285715,2.335414,-0.434899,0.002,-2.367702,0.5059,5.042176,0.0,93.473152,0.0,1.0,3,2,1
26.839,-2.317737,0.518193,6.79121,-0.007326,2.111748,-0.409818,0.002003,-2.194478,0.5059,7.524796,0.0,86.634529,0.0,1.0,3,2,1
26.859,-2.160213,0.519631,8.417583,0.036631,2.706397,-0.46386,0.002,-2.027074,0.5059,9.193595,0.0,80.025673,0.0,1.0,3,2,1
26.886,-1.8909,0.520782,10.981686,0.021978,3.051402,-0.490794,0.002,-1.745316,0.5059,11.2465,0.0,68.902336,0.0,1.0,3,2,1
26.914,-1.539421,0.516563,13.443222,-0.227106,-0.375023,-0.32565,0.0095,-1.507216,0.5059,12.532241,0.0,59.502487,0.0,1.0,3,2,1
26.934,-1.248727,0.511577,14.908424,-0.300365,2.007189,-0.150196,0.002,-1.141845,0.5059,13.973824,0.0,45.078255,0.0,1.0,3,2,1
26.961,-0.810002,0.502661,16.10989,-0.285715,1.179292,0.097988,0.002,-0.742469,0.5059,14.999241,0.0,29.311518,0.0,1.0,3,2,1
26.981,-0.471179,0.499785,16.783882,0.007326,0.365151,0.127303,0.002,-0.437409,0.5059,15.465667,0.0,17.26823,0.0,1.0,3,2,1
27.004,-0.084322,0.490676,17.003662,-0.461538,-0.242005,0.497541,0.002,-0.086219,0.5059,15.69862,0.0,3.403781,0.0,1.0,3,2,1
27.024,0.248077,0.482814,16.76923,-0.32967,-0.521601,0.69702,0.002,0.227613,0.5059,15.642725,0.0,-8.985788,0.0,1.0,3,3,1
27.047,0.635318,0.481856,16.065933,0.080585,-0.946202,0.671067,0.002,0.591403,0.5059,15.262119,0.0,-23.347639,0.0,1.0,3,3,1
27.071,1.001561,0.489239,14.996338,0.432234,-1.1451,0.365725,0.002,0.942327,0.5059,14.549367,0.0,-37.201576,0.0,1.0,3,3,1
27.091,1.285256,0.498826,14.175823,0.490843,-1.242749,0.069713,0.002,1.225119,0.5059,13.692566,0.0,-48.365742,0.0,1.0,3,3,1
27.111,1.549488,0.504674,13.003662,0.168499,-1.249316,-0.028651,0.002,1.488589,0.5059,12.619824,0.0,-58.767159,0.0,1.0,3,3,1
27.131,1.789464,0.507263,11.919415,0.095238,-1.240598,-0.087136,0.002005,1.728591,0.5059,11.34802,0.0,-68.242043,0.0,1.0,3,3,1
27.158,2.088691,0.511769,10.131866,0.139194,-1.540452,-0.241983,0.002,2.013373,0.5059,9.311694,0.0,-79.484772,0.0,1.0,3,3,1
27.178,2.272675,0.51292,8.842491,-0.021978,-1.86322,-0.248422,0.002,2.183241,0.5059,7.652754,0.0,-86.190903,0.0,1.0,3,3,1
27.198,2.423295,0.511481,7.0989,-0.124542,-2.181435,-0.177176,0.002,2.318678,0.5059,5.873124,0.0,-91.537743,0.0,1.0,3,3,1
27.226,2.576025,0.509276,4.608059,-0.051283,-2.72661,-0.140361,0.002,2.44486,0.5059,3.280873,0.0,-96.519218,0.0,1.0,3,3,1
27.246,2.636714,0.509372,2.454212,0.021978,-3.063331,-0.153212,0.002,2.491027,0.5059,1.329634,0.0,-98.341827,0.0,1.0,3,3,1
27.273,2.645918,0.511098,-0.578754,0.124542,-3.125267,-0.224726,0.002,2.490317,0.5059,-1.381174,0.0,-98.313789,0.0,1.0,3,3,1
27.297,2.587721,0.51244,-3.186813,0.036631,-2.652103,-0.247326,0.0055,2.443129,0.5059,-3.331389,0.0,-96.45089,0.0,1.0,3,3,1
27.317,2.491558,0.512632,-5.35531,-0.021978,-3.036073,-0.243312,0.002,2.338539,0.5059,-5.553546,0.0,-92.321838,0.0,1.0,3,3,1
27.344,2.291754,0.510618,-8.153847,-0.139194,-2.747572,-0.154918,0.002,2.151754,0.5059,-7.997074,0.0,-84.947861,0.0,1.0,3,3,1
27.364,2.104798,0.508222,-9.970696,-0.10989,-2.692476,-0.102581,0.002,1.975266,0.5059,-9.628504,0.0,-77.980392,0.0,1.0,3,3,1
27.392,1.78352,0.503907,-12.358974,-0.197802,-1.945919,0.06513,0.002,1.682383,0.5059,-11.618946,0.0,-66.417824,0.0,1.0,3,3,1
27.412,1.523026,0.501798,-13.457876,-0.065933,-1.698648,0.090383,0.002,1.437349,0.5059,-12.85219,0.0,-56.74427,0.0,1.0,3,3,1
27.439,1.122843,0.496812,-14.586081,-0.124542,-1.126585,0.250465,0.002,1.06426,0.5059,-14.213547,0.0,-42.015308,0.0,1.0,3,3,1
27.461,0.785362,0.493457,-15.553114,-0.124542,-0.8033,0.35227,0.002,0.742393,0.5059,-14.999389,0.0,-29.308521,0.0,1.0,3,3,1
27.481,0.469166,0.493553,-15.89011,0.051283,-0.335949,0.3219,0.002,0.437336,0.5059,-15.465749,0.0,-17.265326,0.0,1.0,3,3,1
27.505,0.088157,0.496429,-16.417583,0.197802,-0.346669,0.198586,0.002,0.070454,0.5059,-15.701725,0.0,-2.781426,0.0,1.0,3,3,1
27.525,-0.233888,0.499018,-16.285713,0.095238,-0.161415,0.140907,0.002,-0.243315,0.5059,-15.633391,0.0,9.60568,0.0,1.0,3,3,1
27.548,-0.617676,0.499785,-16.095238,-0.007326,0.277004,0.147392,0.001993,-0.606831,0.5059,-15.238191,0.0,23.956726,0.0,1.0,3,3,1
27.568,-0.92371,0.499785,-15.479854,-0.036631,0.441856,0.148008,0.002,-0.905902,0.5059,-14.640418,0.0,35.763565,0.0,1.0,3,3,1
27.588,-1.226676,0.499018,-15.025641,-0.021978,0.970863,0.171666,0.002,-1.190809,0.5059,-13.811541,0.0,47.011272,0.0,1.0,3,3,1
27.608,-1.521013,0.500168,-13.926741,0.080585,1.365876,0.128203,0.002,-1.456924,0.5059,-12.76488,0.0,57.517056,0.0,1.0,3,3,1
27.628,-1.779685,0.50199,-12.813187,0.080585,1.66597,0.074029,0.002,-1.700062,0.5059,-11.516908,0.0,67.115761,0.0,1.0,3,3,1
27.656,-2.096457,0.50755,-10.717949,0.520147,2.189014,-0.207443,0.002,-1.989887,0.5059,-9.508912,0.0,78.557594,0.0,1.0,3,3,1
27.683,-2.340171,0.521261,-8.373627,0.622711,4.160865,-0.624499,0.0095,-2.163874,0.5059,-7.866911,0.0,85.426338,0.0,1.0,3,3,1
27.703,-2.478424,0.532574,-6.161173,0.564102,2.904167,-0.961492,0.002,-2.346919,0.5059,-5.4122,0.0,92.652649,0.0,1.0,3,3,1
27.731,-2.592611,0.539477,-3.260073,0.095238,2.620336,-1.067392,0.002,-2.460069,0.5059,-2.796275,0.0,97.119629,0.0,1.0,3,3,1
27.751,-2.628181,0.536601,-1.282051,-0.183149,2.589022,-0.926825,0.002,-2.496449,0.5059,-0.83697,0.0,98.555847,0.0,1.0,3,3,1
27.778,-2.608718,0.52778,1.516483,-0.344322,2.540445,-0.627466,0.002,-2.482177,0.5059,1.872299,0.0,97.992439,0.0,1.0,3,3,1
27.798,-2.548508,0.522028,3.362637,-0.271063,2.458014,-0.476001,0.002,-2.425256,0.5059,3.81226,0.0,95.745277,0.0,1.0,3,3,1
27.821,-2.444675,0.519343,5.282051,-0.080585,2.63784,-0.445007,0.002,-2.315569,0.5059,5.921341,0.0,91.415031,0.0,1.0,3,3,1
27.844,-2.28418,0.520686,7.333332,0.065933,2.69723,-0.515661,0.002,-2.151726,0.5059,7.997375,0.0,84.946747,0.0,1.0,3,3,1
27.864,-2.110646,0.521741,9.150185,0.021978,2.709384,-0.520096,0.002,-1.975229,0.5059,9.628804,0.0,77.978928,0.0,1.0,3,3,1
27.888,-1.855714,0.519823,11.406593,-0.168499,2.464232,-0.445176,0.002,-1.728273,0.5059,11.349933,0.0,68.229477,0.0,1.0,3,3,1
27.908,-1.608164,0.516179,12.959705,-0.256411,2.339729,-0.317846,0.001996,-1.488189,0.5059,12.621687,0.0,58.75137,0.0,1.0,3,3,1
27.928,-1.330605,0.511194,14.366299,-0.241758,2.019735,-0.159588,0.002,-1.224735,0.5059,13.693922,0.0,48.350582,0.0,1.0,3,3,1
27.948,-1.028694,0.50592,15.582417,-0.227106,1.647885,-0.001595,0.002,-0.941919,0.5059,14.55041,0.0,37.185467,0.0,1.0,3,3,1
27.968,-0.693993,0.500935,16.271061,-0.212454,0.904059,0.138596,0.002,-0.644248,0.5059,15.17743,0.0,25.43391,0.0,1.0,3,3,1
27.995,-0.24568,0.495854,16.930405,-0.021978,0.312246,0.23458,0.002,-0.219342,0.5059,15.647389,0.0,8.659287,0.0,1.0,3,3,1
28.015,0.102922,0.488567,16.54945,-0.505495,-0.257069,0.569203,0.002007,0.094503,0.5059,15.696737,0.0,-3.730816,0.0,1.0,3,4,1
28.043,0.5474,0.484253,16.959705,0.080585,-0.650184,0.577175,0.002,0.5226,0.5059,15.36093,0.0,-20.631403,0.0,1.0,3,4,1
28.071,0.984016,0.488567,15.406593,0.271063,-4.32082,0.421164,0.009495,0.824939,0.5059,14.828153,0.0,-32.567287,0.0,1.0,3,4,1
28.091,1.276819,0.495566,14.322346,0.285715,-1.212538,0.222643,0.002,1.218322,0.5059,13.716485,0.0,-48.097435,0.0,1.0,3,4,1
28.118,1.652362,0.502757,12.68132,0.095238,-1.52424,0.036536,0.002,1.575504,0.5059,12.196157,0.0,-62.198421,0.0,1.0,3,4,1
28.138,1.893872,0.504291,11.728939,0.139194,-1.93257,-0.028397,0.002,1.806353,0.5059,10.859354,0.0,-71.311958,0.0,1.0,3,4,1
28.166,2.173732,0.50755,9.692307,0.168499,-1.966052,-0.135746,0.002,2.076592,0.5059,8.746427,0.0,-81.98056,0.0,1.0,3,4,1
28.186,2.335473,0.509468,7.714287,-0.007326,-1.974078,-0.145665,0.002,2.234675,0.5059,7.042293,0.0,-88.221443,0.0,1.0,3,4,1
28.209,2.486381,0.509564,5.619049,0.021978,-2.241056,-0.168113,0.002,2.375248,0.5059,4.900062,0.0,-93.77105,0.0,1.0,3,4,1
28.231,2.579668,0.509372,3.611721,-0.021978,-2.419479,-0.153164,0.002,2.460046,0.5059,2.797051,0.0,-97.118752,0.0,1.0,3,4,1
28.251,2.625113,0.50966,1.721611,0.007326,-2.652381,-0.171734,0.002,2.496442,0.5059,0.837758,0.0,-98.555588,0.0,1.0,3,4,1
28.273,2.626359,0.510043,-0.534798,0.036631,-2.729733,-0.183668,0.002,2.491003,0.5059,-1.331427,0.0,-98.340874,0.0,1.0,3,4,1
28.293,2.587529,0.510139,-2.43956,0.021978,-2.894988,-0.17738,0.002,2.444805,0.5059,-3.282486,0.0,-96.517052,0.0,1.0,3,4,1
28.317,2.49012,0.509947,-4.842491,-0.021978,-2.998313,-0.162545,0.002,2.341352,0.5059,-5.506556,0.0,-92.432899,0.0,1.0,3,4,1
28.344,2.311601,0.508797,-7.567766,-0.036631,-6.186533,-0.118945,0.002,2.155821,0.5059,-7.953719,0.0,-85.108406,0.0,1.0,3,4,1
28.364,2.123205,0.507838,-9.633699,-0.080585,-2.824056,-0.090439,0.002,1.980174,0.5059,-9.588623,0.0,-78.174149,0.0,1.0,3,4,1
28.388,1.868177,0.50477,-11.846153,-0.183149,-2.693453,0.001525,0.002,1.734122,0.5059,-11.314656,0.0,-68.460403,0.0,1.0,3,4,1
28.408,1.597618,0.503044,-13.34066,-0.051283,-1.958229,0.053574,0.002,1.494769,0.5059,-12.590955,0.0,-59.01112,0.0,1.0,3,4,1
28.428,1.312005,0.499497,-14.732601,-0.402931,-1.474402,0.208275,0.002,1.231838,0.5059,-13.668746,0.0,-48.631008,0.0,1.0,3,4,1
28.448,1.010094,0.494608,-15.450549,-0.241758,-1.218452,0.336652,0.002,0.949486,0.5059,-14.530981,0.0,-37.484203,0.0,1.0,3,4,1
28.468,0.69639,0.490581,-16.080585,-0.124542,-0.860216,0.430056,0.002,0.652148,0.5059,-15.164104,0.0,-25.745775,0.0,1.0,3,4,1
28.495,0.242229,0.491444,-16.32967,0.124542,-0.304158,0.348785,0.002,0.227513,0.5059,-15.642783,0.0,-8.981839,0.0,1.0,3,4,1
28.515,-0.08624,0.495087,-16.241758,0.153847,-0.080338,0.240768,0.002,-0.086295,0.5059,-15.698603,0.0,3.406803,0.0,1.0,3,4,1
28.543,-0.540305,0.49988,-16.608059,0.10989,0.6873,0.117253,0.002,-0.514556,0.5059,-15.371646,0.0,20.313864,0.0,1.0,3,4,1
28.563,-0.848256,0.500743,-15.391941,0.051283,0.712456,0.101504,0.002,-0.81711,0.5059,-14.845257,0.0,32.258202,0.0,1.0,3,4,1
28.59,-1.260041,0.501319,-14.51282,-0.051283,1.022943,0.113615,0.002,-1.21114,0.5059,-13.741572,0.0,47.813892,0.0,1.0,3,4,1
28.618,-1.632612,0.501702,-12.959707,-0.007326,1.249228,0.073901,0.002,-1.569104,0.5059,-12.228685,0.0,61.945763,0.0,1.0,3,4,1
28.638,-1.878148,0.501798,-11.875458,-0.007326,1.63251,0.081068,0.002,-1.800652,0.5059,-10.896667,0.0,71.086906,0.0,1.0,3,4,1
28.665,-2.174211,0.511769,-10.073259,0.622711,2.168633,-0.352194,0.002,-2.072002,0.5059,-8.789291,0.0,81.79937,0.0,1.0,3,4,1
28.685,-2.345732,0.519727,-8.271063,0.76923,2.416445,-0.591857,0.002,-2.230977,0.5059,-7.088434,0.0,88.075439,0.0,1.0,3,4,1
28.707,-2.492709,0.530465,-6.102564,0.446886,2.598803,-0.868134,0.002,-2.36514,0.5059,-5.089421,0.0,93.372009,0.0,1.0,3,4,1
28.731,-2.593761,0.536121,-3.509157,0.065933,2.163767,-0.964473,0.002,-2.458571,0.5059,-2.847813,0.0,97.060493,0.0,1.0,3,4,1
28.751,-2.631824,0.534779,-1.428572,-0.124542,2.708993,-0.888854,0.002,-2.495989,0.5059,-0.889402,0.0,98.53772,0.0,1.0,3,4,1
28.774,-2.622812,0.529698,1.076923,-0.227106,2.652206,-0.720368,0.002,-2.489657,0.5059,1.427398,0.0,98.287712,0.0,1.0,3,4,1
28.794,-2.574395,0.524808,2.923077,-0.256411,2.668417,-0.575758,0.002,-2.441555,0.5059,3.37664,0.0,96.388741,0.0,1.0,3,4,1
28.814,-2.488395,0.522028,4.783882,-0.10989,2.688201,-0.532479,0.002,-2.354952,0.5059,5.272635,0.0,92.969803,0.0,1.0,3,4,1
28.834,-2.366441,0.521357,6.600731,-0.021978,2.712509,-0.523482,0.001993,-2.231164,0.5059,7.086101,0.0,88.082848,0.0,1.0,3,4,1
28.854,-2.202399,0.521836,8.388279,0.021978,2.60016,-0.549029,0.002,-2.072288,0.5059,8.786628,0.0,81.810669,0.0,1.0,3,4,1
28.882,-1.933948,0.52011,10.600731,-0.124542,2.638487,-0.470545,0.002,-1.801007,0.5059,10.894352,0.0,71.100914,0.0,1.0,3,4,1
28.902,-1.69263,0.51733,12.608059,-0.227106,2.403616,-0.359691,0.002,-1.56951,0.5059,12.226632,0.0,61.961773,0.0,1.0,3,4,1
28.929,-1.306828,0.510043,14.630035,-0.227106,1.806848,-0.161375,0.002,-1.211596,0.5059,13.739986,0.0,47.831886,0.0,1.0,3,4,1
28.949,-1.003191,0.504291,15.597069,-0.358974,1.382484,0.049444,0.002,-0.927969,0.5059,14.585753,0.0,36.634758,0.0,1.0,3,4,1
28.977,-0.548167,0.499209,16.608059,-0.051283,0.615192,0.145015,0.002,-0.515057,0.5059,15.370984,0.0,20.33362,0.0,1.0,3,4,1
29.0,-0.149997,0.492306,16.608059,-0.446886,-0.260056,0.429904,0.002,-0.149563,0.5059,15.679829,0.0,5.904495,0.0,1.0,3,4,1
29.02,0.173295,0.485787,16.373627,-0.32967,-0.230782,0.579274,0.002,0.164374,0.5059,15.673974,0.0,-6.489244,0.0,1.0,3,5,0
29.048,0.625442,0.485116,16.417583,0.080585,-0.846777,0.554354,0.002,0.590808,0.5059,15.263028,0.0,-23.324171,0.0,1.0,3,5,0
29.068,0.933969,0.490101,15.611721,0.300365,-0.94493,0.358695,0.002,0.890585,0.5059,14.677471,0.0,-35.15889,0.0,1.0,3,5,0
29.091,1.284776,0.498539,14.395603,0.417582,-1.24464,0.07817,0.002,1.224544,0.5059,13.694596,0.0,-48.343044,0.0,1.0,3,5,0
29.113,1.581894,0.502757,13.194138,0.007326,-0.04861,0.028861,0.002,1.513169,0.5059,12.503886,0.0,-59.737526,0.0,1.0,3,5,0
29.133,1.822349,0.503428,11.875458,0.051283,-1.441924,-0.000549,0.002,1.750651,0.5059,11.213721,0.0,-69.112923,0.0,1.0,3,5,0
29.157,2.080253,0.505058,10.35165,0.051283,-1.773364,-0.049281,0.002,1.994163,0.5059,9.473484,0.0,-78.726395,0.0,1.0,3,5,0
29.177,2.261746,0.507646,8.783882,0.080585,-1.924919,-0.126998,0.002,2.1674,0.5059,7.828499,0.0,-85.565529,0.0,1.0,3,5,0
29.2,2.435759,0.508318,6.688644,0.007326,-2.217788,-0.137816,0.002,2.327112,0.5059,5.739927,0.0,-91.870697,0.0,1.0,3,5,0
29.22,2.54266,0.508605,4.9011,-0.007326,-2.4432,-0.146692,0.002,2.423256,0.5059,3.862141,0.0,-95.666321,0.0,1.0,3,5,0
29.24,2.611019,0.50918,2.923077,0.021978,-2.648562,-0.17382,0.002,2.481188,0.5059,1.923392,0.0,-97.953377,0.0,1.0,3,5,0
29.26,2.638535,0.509468,0.783882,0.021978,-2.813542,-0.173215,0.002,2.49999,0.5059,-0.045571,0.0,-98.695633,0.0,1.0,3,5,0
29.28,2.623195,0.510139,-1.296703,0.051283,-2.900758,-0.19374,0.001997,2.479363,0.5059,-2.014113,0.0,-97.881355,0.0,1.0,3,5,0
29.308,2.535278,0.510427,-4.065933,-0.051283,-2.820887,-0.193381,0.002,2.387349,0.5059,-4.662128,0.0,-94.248772,0.0,1.0,3,5,0
29.328,2.422912,0.509852,-6.117216,-0.080585,-2.946703,-0.157397,0.002,2.275534,0.5059,-6.505275,0.0,-89.834503,0.0,1.0,3,5,0
29.355,2.201919,0.508126,-8.783882,-0.065933,-2.709115,-0.115649,0.002,2.063645,0.5059,-8.866571,0.0,-81.46946,0.0,1.0,3,5,0
29.383,1.917074,0.504866,-11.274725,-0.227106,-2.517099,0.020337,0.002,1.790312,0.5059,-10.963724,0.0,-70.67868,0.0,1.0,3,5,0
29.403,1.668469,0.502565,-13.106228,-0.065933,-2.396532,0.060853,0.002,1.557512,0.5059,-12.287054,0.0,-61.488102,0.0,1.0,3,5,0
29.43,1.274326,0.498539,-15.040293,-0.358974,-1.35926,0.230186,0.002,1.198114,0.5059,-13.786577,0.0,-47.299667,0.0,1.0,3,5,0
29.45,0.970881,0.493649,-15.67033,-0.241758,-1.039874,0.368339,0.002,0.913669,0.5059,-14.621349,0.0,-36.070221,0.0,1.0,3,5,0
29.478,0.522472,0.489335,-16.241758,-0.065933,-0.385377,0.451841,0.002,0.499996,0.5059,-15.390604,0.0,-19.73904,0.0,1.0,3,5,0
29.501,0.129767,0.491827,-16.520145,0.139194,-2.570997,0.350129,0.002,0.134197,0.5059,-15.685317,0.0,-5.297874,0.0,1.0,3,5,0
29.521,-0.189497,0.496046,-16.153847,0.197802,0.080869,0.186429,0.002,-0.179714,0.5059,-15.667325,0.0,7.094841,0.0,1.0,3,5,0
29.549,-0.629948,0.501223,-15.802197,0.10989,0.583235,0.060811,0.002,-0.605728,0.5059,-15.239922,0.0,23.913202,0.0,1.0,3,5,0
29.569,-0.93138,0.501606,-14.967033,0.065933,0.517153,0.059344,0.002,-0.90494,0.5059,-14.642766,0.0,35.725613,0.0,1.0,3,5,0
29.591,-1.252371,0.501606,-14.556777,-0.036631,0.72217,0.088576,0.002006,-1.217414,0.5059,-13.719667,0.0,48.061596,0.0,1.0,3,5,0
29.614,-1.577004,0.501702,-13.428572,-0.007326,2.890077,0.073082,0.0055,-1.481471,0.5059,-12.65285,0.0,58.486145,0.0,1.0,3,5,0
29.634,-1.82791,0.501702,-12.432234,-0.007326,1.417553,0.077005,0.002,-1.761601,0.5059,-11.145814,0.0,69.545235,0.0,1.0,3,5,0
29.658,-2.097703,0.503811,-10.732601,0.300365,1.97877,-0.072127,0.002,-2.003404,0.5059,-9.396193,0.0,79.091232,0.0,1.0,3,5,0
29.678,-2.285618,0.512728,-9.208792,0.241758,2.301331,-0.282412,0.002,-2.175027,0.5059,-7.74454,0.0,85.866631,0.0,1.0,3,5,0
29.698,-2.440649,0.522411,-7.304029,0.593407,2.65459,-0.66953,0.002005,-2.312356,0.5059,-5.97071,0.0,91.28817,0.0,1.0,3,5,0
29.718,-2.557713,0.532574,-4.959707,0.461538,2.916301,-0.948151,0.002,-2.41322,0.5059,-4.102725,0.0,95.270126,0.0,1.0,3,5,0
29.738,-2.621949,0.537176,-2.600733,0.080585,2.893002,-1.002835,0.002,-2.476027,0.5059,-2.1701,0.0,97.749649,0.0,1.0,3,5,0
29.766,-2.635563,0.5343,0.432234,-0.197802,2.69322,-0.87283,0.002,-2.498539,0.5059,0.53684,0.0,98.638397,0.0,1.0,3,5,0
29.786,-2.597309,0.528452,2.336998,-0.300365,2.53736,-0.670936,0.001993,-2.468112,0.5059,2.500838,0.0,97.437187,0.0,1.0,3,5,0
29.813,-2.484368,0.520973,4.930405,-0.197802,2.413748,-0.47815,0.002,-2.362971,0.5059,5.129059,0.0,93.286346,0.0,1.0,3,5,0
29.833,-2.362894,0.518768,6.556778,-0.051283,2.417476,-0.451718,0.002,-2.242035,0.5059,6.949328,0.0,88.511993,0.0,1.0,3,5,0
29.861,-2.138258,0.519919,8.754578,0.080585,2.011045,-0.497591,0.002005,-2.018499,0.5059,9.267775,0.0,79.687164,0.0,1.0,3,5,0
29.883,-1.915923,0.519727,10.630035,-0.021978,3.48601,-0.483808,0.002,-1.796005,0.5059,10.926905,0.0,70.903427,0.0,1.0,3,5,0
29.903,-1.681604,0.517809,12.183151,-0.10989,2.346365,-0.408416,0.002,-1.563887,0.5059,12.255046,0.0,61.739773,0.0,1.0,3,5,0
29.926,-1.362723,0.512728,13.941391,-0.285715,1.955024,-0.218755,0.002,-1.259928,0.5059,13.567289,0.0,49.739975,0.0,1.0,3,5,0
29.946,-1.066756,0.507838,15.186813,-0.300365,1.640242,-0.072528,0.002,-0.979387,0.5059,14.452419,0.0,38.664665,0.0,1.0,3,5,0
29.974,-0.625826,0.500073,16.388279,-0.271063,1.042038,0.131977,0.002,-0.56933,0.5059,15.295219,0.0,22.476234,0.0,1.0,3,5,0
30.001,-0.169939,0.496525,16.98901,-0.256411,-3.105628,0.242923,0.0095,-0.259759,0.5059,15.622942,0.0,10.254883,0.0,1.0,3,5,0
30.021,0.178472,0.488376,16.76923,-0.388279,-0.232899,0.533148,0.002,0.171593,0.5059,15.670919,0.0,-6.774235,0.0,1.0,3,6,0
30.043,0.543469,0.482431,16.608059,-0.139194,-0.664106,0.656311,0.002,0.5136,0.5059,15.37291,0.0,-20.2761,0.0,1.0,3,6,0
30.063,0.86561,0.483294,15.978024,0.124542,-1.005364,0.594417,0.002,0.81619,0.5059,14.847253,0.0,-32.221909,0.0,1.0,3,6,0
30.091,1.283722,0.493074,14.893772,0.446886,-1.503799,0.217239,0.002,1.210297,0.5059,13.744503,0.0,-47.780624,0.0,1.0,3,6,0
30.111,1.555912,0.501414,13.355312,0.388279,-1.60656,0.006254,0.002,1.474921,0.5059,12.683023,0.0,-58.227551,0.0,1.0,3,6,0
30.134,1.845839,0.50477,11.567764,0.139194,-1.782694,-0.055835,0.002,1.755822,0.5059,11.181756,0.0,-69.317078,0.0,1.0,3,6,0
30.158,2.083513,0.507742,9.794872,0.241758,-1.687826,-0.173709,0.002,1.998524,0.5059,9.437135,0.0,-78.89856,0.0,1.0,3,6,0
30.178,2.263376,0.510618,8.285713,0.021978,-1.841218,-0.212465,0.002,2.171002,0.5059,7.789002,0.0,-85.707718,0.0,1.0,3,6,0
30.198,2.403065,0.51129,6.615383,-0.051283,-1.874335,-0.213964,0.002,2.309246,0.5059,6.018047,0.0,-91.165367,0.0,1.0,3,6,0
30.218,2.510733,0.510906,5.047619,-0.065933,-2.033426,-0.193412,0.002,2.411076,0.5059,4.152195,0.0,-95.185471,0.0,1.0,3,6,0
