time,q1,q2,dq1,dq2,tau1,tau2
0.328,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.338,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.348,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.358,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.368,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.378,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.388,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.398,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
0.408,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.418,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.428,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.438,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.448,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.458,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.468,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.478,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.488,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.498,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.508,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.518,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.528,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.538,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.548,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.557,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.567,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.577,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.587,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.597,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.607,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.617,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.627,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.637,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.647,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.657,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.667,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.677,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.687,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
0.697,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.707,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.717,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.727,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
0.737,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.747,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.757,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.767,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.777,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.787,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.797,-0.031495,-0.134094,0.007326,-0.007326,0.0,2.045646
0.807,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.817,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
0.827,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.837,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.847,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.857,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.867,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
0.877,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.887,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.897,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
0.907,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.917,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.927,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.937,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.947,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.957,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.967,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.977,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
0.987,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
0.997,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.007,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.017,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.027,-0.031303,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.037,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.047,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.057,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.067,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.077,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.087,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.097,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.107,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.117,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.127,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.137,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.147,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.157,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.167,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.177,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.187,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.197,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
1.207,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.217,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.227,-0.031495,-0.134094,0.007326,-0.007326,0.0,2.045646
1.237,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.247,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.257,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.267,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.277,-0.031303,-0.134094,0.007326,-0.007326,0.0,2.045646
1.287,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.297,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
1.307,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.317,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.327,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.337,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.347,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.357,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.367,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.377,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.387,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.397,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.407,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.417,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.427,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.437,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.447,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.457,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.467,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.477,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.487,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.497,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.507,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
1.517,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.527,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.537,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.547,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
1.557,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.567,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.577,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.587,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.597,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.607,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.617,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.627,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.637,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.647,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.657,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.667,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.677,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.687,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.697,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.707,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.717,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.727,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.737,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.747,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.757,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.767,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.777,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.787,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.797,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.807,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.817,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.827,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.837,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.847,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.857,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.867,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.877,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.887,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.897,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.907,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.917,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
1.927,-0.031495,-0.134094,0.007326,-0.007326,0.0,2.045646
1.937,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.947,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.957,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.967,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.977,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.987,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
1.997,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.007,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.017,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.027,-0.031495,-0.134094,0.007326,-0.007326,0.0,2.045646
2.037,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.047,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.057,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.067,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.077,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.087,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.097,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.107,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.117,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.127,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.137,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.147,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.157,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.167,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.177,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.187,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.197,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.207,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.217,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.227,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.237,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.247,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.257,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.267,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.277,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.287,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.297,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.307,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.317,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.327,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.337,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.347,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.357,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.367,-0.031495,-0.134094,-0.036631,-0.007326,0.0,2.045646
2.377,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.387,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.398,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.408,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.418,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.428,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.438,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.448,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.458,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.468,-0.031495,-0.134094,0.007326,-0.007326,0.0,2.045646
2.478,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.488,-0.031399,-0.134094,0.021978,-0.007326,0.0,2.045646
2.498,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.508,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.518,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.528,-0.031495,-0.134094,0.007326,-0.007326,0.0,2.045646
2.538,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.548,-0.031303,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.558,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.568,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.578,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.588,-0.031399,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.598,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.608,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.618,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.628,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.638,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.648,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.658,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.668,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.678,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.688,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.698,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.708,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.718,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.728,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.738,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.748,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.758,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.768,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.778,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.788,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.798,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.808,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.818,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.828,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.838,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.848,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.858,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.868,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.878,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.888,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.898,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.908,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.918,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.928,-0.031495,-0.134094,0.007326,-0.007326,0.0,2.045646
2.938,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
2.948,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.958,-0.031495,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.968,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.978,-0.031399,-0.134094,0.007326,-0.007326,0.0,2.045646
2.988,-0.031399,-0.134094,-0.007326,-0.007326,0.0,2.045646
2.998,-0.031495,-0.134094,-0.021978,-0.007326,0.0,2.045646
4.508,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.518,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.528,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.538,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.548,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.558,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.568,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.578,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.588,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.598,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.608,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.618,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.628,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.638,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
4.648,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
4.658,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.668,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
4.678,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.688,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.698,-0.031591,-0.037068,0.007326,-0.007326,0.0,2.224109
4.708,-0.031591,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.718,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.728,-0.031591,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.738,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.748,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.758,-0.031399,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.768,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.778,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.788,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.798,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
4.808,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.818,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.828,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
4.838,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.848,-0.031591,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.858,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.868,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.878,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.888,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.898,-0.031399,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.908,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.918,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.928,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.938,-0.031399,-0.037068,0.007326,-0.007326,0.0,2.224109
4.948,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
4.958,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.968,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
4.978,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
4.988,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
4.998,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.008,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.018,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.028,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.038,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.048,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.058,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.068,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.077,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.087,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.097,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.107,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.117,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.127,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.137,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.147,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.157,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.167,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.177,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.187,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.197,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.207,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.217,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.227,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.237,-0.031399,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.247,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.257,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.267,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.277,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.287,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.297,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.307,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.317,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.327,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.337,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.347,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.357,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.367,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.377,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.387,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.397,-0.031399,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.407,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.417,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.427,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.437,-0.031399,-0.037068,0.007326,-0.007326,0.0,2.224109
5.447,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.457,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.467,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.477,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.487,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.497,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.507,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.517,-0.031495,-0.037068,0.007326,-0.007326,0.0,2.224109
5.527,-0.031591,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.537,-0.031399,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.547,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
5.557,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.567,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.577,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.587,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.597,-0.031495,-0.037068,-0.007326,-0.007326,0.0,2.224109
5.607,-0.031495,-0.037068,-0.021978,-0.007326,0.0,2.224109
